accession	fonction	taille
AT2G29410	description:metal	1609
AT2G29420	description:glutathione	963
AT2G29430	description:coiled-coil	473
AT2G29440	description:glutathione	1601
AT2G29450	description:glutathione	1387
AT2G29452		131
AT2G29460	description:glutathione	1413
AT2G29470	description:glutathione	1218
AT2G29480	description:glutathione	1123
AT2G29485		848
AT2G29490	description:glutathione	1197
AT2G29500	description:HSP20-like	1055
AT2G29510		3606
AT2G29525	description:Inositol	2536
AT2G29530	description:Tim10/DDP	1532
AT2G29540	description:RNApolymerase	1139
AT2G29550	description:tubulin	2140
AT2G29560	description:cytosolic	3624
AT2G29570	description:proliferating	1847
AT2G29580	description:CCCH-type	2510
AT2G29590	description:Thioesterase	1001
AT2G29600	description:Galactose	2145
AT2G29605	description:Plant	2178
AT2G29620	description:dentin	3392
AT2G29628		125
AT2G29630	description:thiaminC	4076
AT2G29640	description:JOSEPHIN-like	2128
AT2G29650	description:phosphate	2978
AT2G29654	description:transmembrane	182
AT2G29660	description:zinc	1847
AT2G29670	description:Tetratricopeptide	3320
AT2G29679		122
AT2G29680	description:cell	3291
AT2G29690	description:anthranilate	3357
AT2G29700	description:pleckstrin	1065
AT2G29710	description:UDP-Glycosyltransferase	1770
AT2G29720	description:FAD/NAD(P)-binding	2042
AT2G29730	description:UDP-glucosyl	1737
AT2G29735	description:major	353
AT2G29740	description:UDP-glucosyl	1740
AT2G29750	description:UDP-glucosyl	2004
AT2G29760	description:Tetratricopeptide	2973
AT2G29770	description:Galactose	1464
AT2G29780	description:Galactose	1542
AT2G29790	description:maternally	1913
AT2G29800	description:Galactose	1663
AT2G29810	description:Galactose	1151
AT2G29820	description:Galactose	1166
AT2G29830	description:Galactose	1188
AT2G29840	description:RING/U-box	1596
AT2G29850		1669
AT2G29860	description:Galactose	722
AT2G29870	description:Aquaporin-like	802
AT2G29880	description:Myb/SANT-like	1213
AT2G29890	description:villin-like	5446
AT2G29900	description:Presenilin-2	1403
AT2G29910	description:F-box/RNI-like	2027
AT2G29920		960
AT2G29925		425
AT2G29930	description:F-box/RNI-like	2232
AT2G29940	description:pleiotropic	6821
AT2G29950	description:ELF4-like	852
AT2G29960	description:cyclophilin	2999
AT2G29970	description:Double	3861
AT2G29980	description:fatty	3666
AT2G29990	description:alternative	2765
AT2G29995	description:PSY3-like	2938
AT2G30000	description:PHF5-like	1201
AT2G30010	description:TRICHOME	3719
AT2G30020	description:Protein	2089
AT2G30040	description:mitogen-activated	1600
AT2G30050	description:transducin	2312
AT2G30060	description:Pleckstrin	2183
AT2G30070	description:potassium	3795
AT2G30080	description:ZIP	1632
AT2G30090	description:Acyl-CoA	2087
AT2G30100	description:pentatricopeptide	2190
AT2G30105	description:LRR/ubiquitin-like	2374
AT2G30110	description:ubiquitin-activating	5398
AT2G30120	description:protein	1824
AT2G30130	description:Lateral	1584
AT2G30140	description:UDP-Glycosyltransferase	1882
AT2G30150	description:UDP-Glycosyltransferase	1865
AT2G30160	description:Mitochondrial	1862
AT2G30170	description:Protein	1912
AT2G30200	description:EMBRYO	2828
AT2G30210	description:laccase	2485
AT2G30220	description:GDSL-like	1433
AT2G30230	description:6,7-dimethyl-8-ribityllumazine	1118
AT2G30240	description:Cation/hydrogen	3240
AT2G30250	description:WRKY	2130
AT2G30260	description:U2	2320
AT2G30270	description:LURP-one-like	1440
AT2G30280	description:RNA-directed	2865
AT2G30290	description:VACUOLAR	3393
AT2G30300	description:Major	2030
AT2G30310	description:GDSL-like	1325
AT2G30320	description:Pseudouridine	2500
AT2G30330	description:GCN5L1	1203
AT2G30340	description:LOB	1656
AT2G30350	description:Excinuclease	1635
AT2G30360	description:SOS3-interacting	1866
AT2G30370	description:allergen-like	1954
AT2G30380	description:MYB	1845
AT2G30385	description:F-box/LRR	1093
AT2G30390	description:ferrochelatase	3052
AT2G30395	description:ovate	1114
AT2G30400	description:ovate	1362
AT2G30410	description:tubulin	2652
AT2G30420	description:Homeodomain-like	1315
AT2G30424	description:Homeodomain-like	1340
AT2G30430		236
AT2G30432	description:Homeodomain-like	1675
AT2G30440	description:thylakoid	2860
AT2G30460	description:Nucleotide/sugar	2860
AT2G30470	description:B3	4849
AT2G30480		5647
AT2G30490	description:cinnamate-4-hydroxylase	2387
AT2G30500	description:Kinase	2720
AT2G30505	description:Late	1904
AT2G30520	description:Phototropic-responsive	3019
AT2G30530	description:zinc	2210
AT2G30540	description:Thioredoxin	938
AT2G30550	description:alpha/beta-Hydrolases	2799
AT2G30560	description:glycine-rich	1653
AT2G30570	description:photosystem	1283
AT2G30575	description:los	3862
AT2G30580	description:DREB2A-interacting	4750
AT2G30590	description:WRKY	2379
AT2G30600	description:BTB/POZ	4808
AT2G30615	description:F-box/LRR	1501
AT2G30620	description:winged-helix	1751
AT2G30630	description:P-loop	2547
AT2G30650	description:ATP-dependent	2902
AT2G30660	description:ATP-dependent	3425
AT2G30670	description:NAD(P)-binding	1829
AT2G30680	description:callose	1748
AT2G30690	description:lateral	3150
AT2G30695	description:bacterial	2459
AT2G30700	description:GPI-anchored	3699
AT2G30710	description:Ypt/Rab-GAP	3401
AT2G30720	description:Thioesterase/thiol	2387
AT2G30730	description:Protein	2084
AT2G30740	description:Protein	3300
AT2G30750	description:cytochrome	1885
AT2G30760		2451
AT2G30766		2897
AT2G30770	description:cytochrome	2079
AT2G30780	description:Tetratricopeptide	2522
AT2G30790	description:photosystem	1262
AT2G30800	description:helicase	6521
AT2G30810	description:Gibberellin-regulated	840
AT2G30820	description:aspartyl/glutamyl-tRNA(Asn/Gln)	3453
AT2G30830	description:2-oxoglutarate	1856
AT2G30840	description:2-oxoglutarate	1690
AT2G30860	description:glutathione	1510
AT2G30870	description:glutathione	1386
AT2G30880	description:Pleckstrin	3395
AT2G30890	description:Cytochrome	2198
AT2G30900	description:TRICHOME	3128
AT2G30910	description:actin-related	3934
AT2G30920	description:coenzyme	2852
AT2G30925	description:transmembrane	128
AT2G30930		1423
AT2G30933	description:Carbohydrate-binding	2909
AT2G30940	description:Protein	1752
AT2G30942	description:transmembrane	1389
AT2G30950	description:FtsH	2743
AT2G30960	description:myosin-M	1242
AT2G30970	description:aspartate	3221
AT2G30980	description:SHAGGY-related	3948
AT2G30985		484
AT2G30990	description:arginine	2756
AT2G31005	description:transmembrane	293
AT2G31010	description:Protein	6103
AT2G31018		119
AT2G31020	description:OSBP(oxysterol	3598
AT2G31030	description:OSBP(oxysterol	1811
AT2G31035	description:oxysterol-binding-like	251
AT2G31040	description:ATP	2564
AT2G31050	description:Cupredoxin	602
AT2G31060	description:elongation	5624
AT2G31070	description:TCP	2164
AT2G31081	description:CLAVATA3/ESR-RELATED	607
AT2G31082	description:CLAVATA3/ESR-RELATED	511
AT2G31083	description:CLAVATA3/ESR-RELATED	766
AT2G31085	description:CLAVATA3/ESR-RELATED	707
AT2G31090	description:transmembrane	977
AT2G31110	description:trichome	3927
AT2G31130		3045
AT2G31140	description:Peptidase	1922
AT2G31141		808
AT2G31150	description:ATP	2203
AT2G31160	description:LIGHT-DEPENDENT	1788
AT2G31170	ARATH	3323
AT2G31180	description:myb	1699
AT2G31190	description:root	2608
AT2G31200	description:actin	1457
AT2G31210	description:basic	2134
AT2G31215	description:basic	495
AT2G31220	description:basic	2203
AT2G31230	description:ethylene-responsive	1141
AT2G31240	description:Tetratricopeptide	2289
AT2G31250	description:Glutamyl-tRNA	1976
AT2G31260	description:autophagy	5663
AT2G31265		183
AT2G31270	description:CDT1-like	2969
AT2G31280	description:transcription	4575
AT2G31290	description:Ubiquitin	2226
AT2G31300	description:actin-related	4022
AT2G31305	description:inhibitor-3	1121
AT2G31310	description:LOB	755
AT2G31320	description:poly(ADP-ribose)	6002
AT2G31335		500
AT2G31340	description:embryo	4298
AT2G31345	description:transmembrane	568
AT2G31350	description:glyoxalase	3027
AT2G31360	description:16:0delta9	2204
AT2G31370	description:Basic-leucine	2832
AT2G31380	description:salt	1703
AT2G31390	description:pfkB-like	2969
AT2G31400	description:s	3900
AT2G31410	description:coiled-coil	1046
AT2G31420	description:B3	772
AT2G31425	description:Plant	1052
AT2G31430	description:Plant	1241
AT2G31432	description:Plant	1466
AT2G31440	description:gamma-secretase	2111
AT2G31450	description:DNA	3061
AT2G31460	description:B3	734
AT2G31470	description:F-box	1186
AT2G31480		2068
AT2G31490	description:neuronal	1345
AT2G31500	description:calcium-dependent	2864
AT2G31510	description:IBR	5020
AT2G31530	description:SecY	3621
AT2G31540	description:GDSL-like	1596
AT2G31550	description:SGNH	1410
AT2G31560	description:signal	1526
AT2G31570	description:glutathione	1949
AT2G31580	description:tRNAHis	5084
AT2G31590		1304
AT2G31600	description:INO80	2200
AT2G31610	description:Ribosomal	1741
AT2G31620	description:Receptor-like	917
AT2G31650	description:homologue	7159
AT2G31660	description:ARM	7573
AT2G31670	description:Stress	1310
AT2G31680	description:RAB	1491
AT2G31690	description:alpha/beta-Hydrolases	1454
AT2G31700	description:transmembrane	1058
AT2G31710	description:Vacuolar	1435
AT2G31720	description:B3	941
AT2G31725	description:FAM136A-like	1270
AT2G31730	description:basic	2129
AT2G31740	description:S-adenosyl-L-methionine-dependent	4473
AT2G31750	description:UDP-glucosyl	2995
AT2G31760	description:RING/U-box	1897
AT2G31770	description:RING/U-box	1971
AT2G31780	description:RING/U-box	2214
AT2G31790	description:UDP-Glycosyltransferase	2165
AT2G31800	description:Integrin-linked	3593
AT2G31810	description:ACT	4664
AT2G31820	description:Ankyrin	3582
AT2G31830	description:endonuclease/exonuclease/phosphatase	5061
AT2G31840	description:Thioredoxin	2049
AT2G31850		341
AT2G31862	description:B3	915
AT2G31865	description:poly(ADP-ribose)	3027
AT2G31870	description:Poly	3907
AT2G31880	description:Leucine-rich	2107
AT2G31890	description:RAP	3380
AT2G31900	description:myosin-like	9253
AT2G31910	description:cation/H+	2975
AT2G31920	description:elongation	2713
AT2G31930		913
AT2G31940	description:oxidoreductase/transition	763
AT2G31945	description:transmembrane	832
AT2G31953	description:low-molecular-weight	644
AT2G31955	description:cofactor	2718
AT2G31957	description:low-molecular-weight	583
AT2G31960	description:glucan	11908
AT2G31970	description:DNA	8673
AT2G31980	description:PHYTOCYSTATIN	862
AT2G31981		113
AT2G31985	description:lipoprotein	1764
AT2G31990	description:Exostosin	2428
AT2G32000	description:DNA	6148
AT2G32010	description:CVP2	4480
AT2G32020	description:Acyl-CoA	949
AT2G32030	description:Acyl-CoA	1083
AT2G32040	description:Major	2987
AT2G32050	description:cell	1036
AT2G32060	description:Ribosomal	1300
AT2G32070	description:Polynucleotidyl	1466
AT2G32080	ALPHA-1	1929
AT2G32090	description:Lactoylglutathione	1671
AT2G32100	description:ovate	1303
AT2G32120	description:heat-shock	2503
AT2G32130	description:intracellular	720
AT2G32140	description:transmembrane	1742
AT2G32150	description:Haloacid	2060
AT2G32160	description:S-adenosyl-L-methionine-dependent	4223
AT2G32170	description:S-adenosyl-L-methionine-dependent	5059
AT2G32180	description:plastid	1006
AT2G32190	description:cysteine-rich/transmembrane	958
AT2G32200	description:cysteine-rich/transmembrane	883
AT2G32210	description:cysteine-rich/transmembrane	920
AT2G32220	description:Ribosomal	613
AT2G32230	description:proteinaceous	2779
AT2G32235		1691
AT2G32240	description:early	6856
AT2G32250	description:FAR1-related	4074
AT2G32260	description:phosphorylcholine	3184
AT2G32270	description:zinc	2860
AT2G32275	description:Expressed	752
AT2G32280	description:GPI	1571
AT2G32290	description:beta-amylase	2486
AT2G32295	description:EXS	3407
AT2G32300	description:uclacyanin	1252
AT2G32310	description:CCT	1980
AT2G32320	description:tRNAHis	4948
AT2G32340	description:TraB	2565
AT2G32350	description:Ubiquitin-like	843
AT2G32360	description:Ubiquitin-like	527
AT2G32370	description:homeodomain	5408
AT2G32380	description:Transmembrane	1244
AT2G32390	description:glutamate	4001
AT2G32400	description:glutamate	4630
AT2G32410	description:AXR1-like	3559
AT2G32415	description:Polynucleotidyl	4498
AT2G32430	description:Galactosyltransferase	3206
AT2G32440	description:ent-kaurenoic	3438
AT2G32450	description:Calcium-binding	3078
AT2G32460	description:myb	2376
AT2G32470	description:F-box	1722
AT2G32480	description:chloroplastic	1556
AT2G32487		1463
AT2G32500	description:Stress	1993
AT2G32510	description:mitogen-activated	1538
AT2G32520	description:alpha/beta-Hydrolases	2421
AT2G32530	description:cellulose	4553
AT2G32540	description:cellulose	3867
AT2G32550	description:Cell	3509
AT2G32560	description:F-box	2597
AT2G32580	description:transmembrane	1892
AT2G32590	description:condensin	4052
AT2G32600	description:hydroxyproline-rich	2213
AT2G32610	description:cellulose	3523
AT2G32620	description:cellulose	3738
AT2G32630	description:Pentatricopeptide	1928
AT2G32640	description:Lycopene	4079
AT2G32645	description:B3	1676
AT2G32650	description:RmlC-like	1091
AT2G32660	description:receptor	2598
AT2G32670	description:vesicle-associated	1897
AT2G32680	description:receptor	2845
AT2G32690	description:glycine-rich	1075
AT2G32700	description:LEUNIG-like	5385
AT2G32710	description:Cyclin-dependent	3375
AT2G32720	description:cytochrome	2898
AT2G32730	description:26S	5777
AT2G32740	description:galactosyltransferase	1536
AT2G32750	description:Exostosin	1696
AT2G32760	description:UV	3230
AT2G32765	description:small	929
AT2G32770	description:purple	2564
AT2G32780	description:ubiquitin-specific	3460
AT2G32785		290
AT2G32788	description:transmembrane	277
AT2G32790	description:Ubiquitin-conjugating	900
AT2G32800	description:protein	2739
AT2G32810	description:beta	6294
AT2G32820	description:Transcription	1162
AT2G32830	description:phosphate	2157
AT2G32835	description:RALF-like	287
AT2G32840	description:proline-rich	2110
AT2G32850	description:Protein	3689
AT2G32860	description:beta	3614
AT2G32870	description:TRAF-like	2252
AT2G32880	description:TRAF-like	2012
AT2G32885	description:Rapid	1792
AT2G32890	description:RALF-like	1399
AT2G32900	description:centromere/kinetochore	4083
AT2G32905	description:B3	694
AT2G32910	description:DCD	3082
AT2G32920	description:PDI-like	3318
AT2G32930	description:zinc	3243
AT2G32940	description:Argonaute	5605
AT2G32950	description:Transducin/WD40	5728
AT2G32960	description:Phosphotyrosine	3325
AT2G32970	description:G1/S-specific	4588
AT2G32980	description:HAUS	2624
AT2G32990	description:glycosyl	2937
AT2G33000	description:ubiquitin-associated	2402
AT2G33010	description:Ubiquitin-associated	2408
AT2G33020	description:receptor	2719
AT2G33030	description:receptor	656
AT2G33040	description:gamma	2575
AT2G33050	description:receptor	2670
AT2G33060	description:receptor	2778
AT2G33070	description:nitrile	2882
AT2G33080	description:receptor	2435
AT2G33090	description:Transcription	746
AT2G33100	description:cellulose	3838
AT2G33110	description:vesicle-associated	2351
AT2G33120	description:synaptobrevin-related	2084
AT2G33130	description:ralf-like	675
AT2G33150	description:peroxisomal	3922
AT2G33160	description:glycoside	2842
AT2G33170	description:Leucine-rich	4748
AT2G33175	description:transmembrane	924
AT2G33180		1451
AT2G33190	description:F-box	1283
AT2G33200	description:F-box	1130
AT2G33205	description:Serinc-domain	2694
AT2G33210	description:heat	4005
AT2G33220	description:GRIM-19	1893
AT2G33230	description:YUCCA	1652
AT2G33233	description:low-molecular-weight	584
AT2G33240	description:myosin	10052
AT2G33250	description:transmembrane	1382
AT2G33255	description:Haloacid	1845
AT2G33260	description:Tryptophan/tyrosine	1936
AT2G33270	description:atypical	2009
AT2G33280	description:Major	2165
AT2G33290	description:SU(VAR)3-9	3935
AT2G33300	description:Transcription	1175
AT2G33310	description:auxin-induced	1688
AT2G33320	description:Calcium-dependent	2883
AT2G33330	description:plasmodesmata-located	2720
AT2G33340	description:MOS4-associated	5083
AT2G33350	description:CCT	2019
AT2G33360	description:cadherin	3358
AT2G33370	description:Ribosomal	1638
AT2G33380	description:Caleosin-related	1724
AT2G33385	description:actin-related	2520
AT2G33390		2125
AT2G33400	description:FK506-binding	1872
AT2G33410	description:RNA-binding	2011
AT2G33420		3947
AT2G33435	description:RNA-binding	8384
AT2G33450	description:Ribosomal	1077
AT2G33460	description:ROP-interactive	1821
